image_id,identity,split,image_name,relative_path,file_hash,width,height
66,Alvaro_Uribe,test,Alvaro_Uribe_0018.jpg,data/evaluation/test/Alvaro_Uribe/Alvaro_Uribe_0018.jpg,093848a388c1947628744d990917fcfb6128d6724845037a9ffeace5e184a26c,250,250
67,Alvaro_Uribe,test,Alvaro_Uribe_0015.jpg,data/evaluation/test/Alvaro_Uribe/Alvaro_Uribe_0015.jpg,7ffed95f67a4b0609d3150792666da400174a12467533c871b8a03d0a71c5afd,250,250
68,Alvaro_Uribe,test,Alvaro_Uribe_0024.jpg,data/evaluation/test/Alvaro_Uribe/Alvaro_Uribe_0024.jpg,f7b8d31355375d2576eef26d98c0b0a0f6acc5c4706a4193f694e3172111117d,250,250
69,Alvaro_Uribe,test,Alvaro_Uribe_0002.jpg,data/evaluation/test/Alvaro_Uribe/Alvaro_Uribe_0002.jpg,7dc8a34419b831b21406b2552bd94308435d4fc08d605c3829241a721d8a4090,250,250
70,Alvaro_Uribe,test,Alvaro_Uribe_0026.jpg,data/evaluation/test/Alvaro_Uribe/Alvaro_Uribe_0026.jpg,aacd0ab4c26e93491cd50711f3aab3ab9b537fd69bc7c9cffeb19a3f1d69fca9,250,250
71,Alvaro_Uribe,test,Alvaro_Uribe_0017.jpg,data/evaluation/test/Alvaro_Uribe/Alvaro_Uribe_0017.jpg,c92f8ebe02652cbe42a894ec4229d24fb51088cb6704285ed76e8b73eec3036f,250,250
72,Alvaro_Uribe,test,Alvaro_Uribe_0034.jpg,data/evaluation/test/Alvaro_Uribe/Alvaro_Uribe_0034.jpg,8567ae6215cf91c756218934a216d78911e8e44ceb2d604d465faf6f14914782,250,250
73,Alvaro_Uribe,test,Alvaro_Uribe_0023.jpg,data/evaluation/test/Alvaro_Uribe/Alvaro_Uribe_0023.jpg,7caac371134f00c8001fb69b7f8033c5a27b20e36b3d916bc9670593e3876163,250,250
74,Alvaro_Uribe,test,Alvaro_Uribe_0007.jpg,data/evaluation/test/Alvaro_Uribe/Alvaro_Uribe_0007.jpg,be2a39c3aa57eb5c2eb8815eaec2bf75a4cae461d67c94aaa4cd9fc326a3006e,250,250
75,Amelie_Mauresmo,enrollment,Amelie_Mauresmo_0013.jpg,data/evaluation/enrollment/Amelie_Mauresmo/Amelie_Mauresmo_0013.jpg,dc4fa169ac50a25044c89f90ad910adbcaa701c749492997acfb37d4fdbd5f9c,250,250
76,Amelie_Mauresmo,enrollment,Amelie_Mauresmo_0012.jpg,data/evaluation/enrollment/Amelie_Mauresmo/Amelie_Mauresmo_0012.jpg,e46db3601867254d753b7862b4b86f750448ee59ef0d6d7b0cbfa5107d72a7ca,250,250
77,Amelie_Mauresmo,validation,Amelie_Mauresmo_0014.jpg,data/evaluation/validation/Amelie_Mauresmo/Amelie_Mauresmo_0014.jpg,57318433ef62d66e37d1eea95b445068eeb4a8f773d7b15ee45ee8a91701ba7c,250,250
78,Amelie_Mauresmo,validation,Amelie_Mauresmo_0010.jpg,data/evaluation/validation/Amelie_Mauresmo/Amelie_Mauresmo_0010.jpg,47e86696271df9e61be17e67bbcb09c6ec0cb94808b96aa2e60b2a7ab8bca0b2,250,250
79,Amelie_Mauresmo,validation,Amelie_Mauresmo_0019.jpg,data/evaluation/validation/Amelie_Mauresmo/Amelie_Mauresmo_0019.jpg,f084bed4a62bd3184a71a44c6ed98869b03bed40b3c5684284d90b62e83fc99f,250,250
80,Amelie_Mauresmo,validation,Amelie_Mauresmo_0015.jpg,data/evaluation/validation/Amelie_Mauresmo/Amelie_Mauresmo_0015.jpg,e0ace54e8566bc0634a5e48faa4060901fbc29c7e5196a20606b37d6392eaa10,250,250
81,Amelie_Mauresmo,validation,Amelie_Mauresmo_0002.jpg,data/evaluation/validation/Amelie_Mauresmo/Amelie_Mauresmo_0002.jpg,4f3740adede7f8a1cd5e0ad07000a91b0b31ea0f17c9249abea767ec7f613250,250,250
82,Amelie_Mauresmo,validation,Amelie_Mauresmo_0001.jpg,data/evaluation/validation/Amelie_Mauresmo/Amelie_Mauresmo_0001.jpg,8890b1410e76bc7b102133ec58ab5a91f8e1c76c5f05c2c09307b2248c09fc6b,250,250
83,Amelie_Mauresmo,validation,Amelie_Mauresmo_0016.jpg,data/evaluation/validation/Amelie_Mauresmo/Amelie_Mauresmo_0016.jpg,9d78ad38964f0d33729d4f4a2aae83da7a9be58dbdd4abb9bdc12b8d68948a5b,250,250
84,Amelie_Mauresmo,validation,Amelie_Mauresmo_0004.jpg,data/evaluation/validation/Amelie_Mauresmo/Amelie_Mauresmo_0004.jpg,13d8c8d64c97982011f8628f3d3a2a2a1aa80696f6af54638e53c866fde6f6cd,250,250
85,Amelie_Mauresmo,validation,Amelie_Mauresmo_0020.jpg,data/evaluation/validation/Amelie_Mauresmo/Amelie_Mauresmo_0020.jpg,0712a225ae5215587fb7de56c5b1935a52c3637a095cc18f3f56658145929b7f,250,250
86,Amelie_Mauresmo,test,Amelie_Mauresmo_0011.jpg,data/evaluation/test/Amelie_Mauresmo/Amelie_Mauresmo_0011.jpg,d60b7bb539f61e7ccc6a284bef9caf3c94393b24f660d13d677e4c9f68cf7552,250,250
87,Amelie_Mauresmo,test,Amelie_Mauresmo_0005.jpg,data/evaluation/test/Amelie_Mauresmo/Amelie_Mauresmo_0005.jpg,d68e6eee96ddf77561650132273638f2068a531b6d0adf45fe98a2c7268879ce,250,250
88,Amelie_Mauresmo,test,Amelie_Mauresmo_0021.jpg,data/evaluation/test/Amelie_Mauresmo/Amelie_Mauresmo_0021.jpg,97657407f70069579dde24e30869a7eb9d5df24b412f5e77ca351639e619487d,250,250
89,Amelie_Mauresmo,test,Amelie_Mauresmo_0017.jpg,data/evaluation/test/Amelie_Mauresmo/Amelie_Mauresmo_0017.jpg,894b0023342808b171d154c996739e9ea3aae52060e676d938a0d9b587610ebc,250,250
90,Amelie_Mauresmo,test,Amelie_Mauresmo_0018.jpg,data/evaluation/test/Amelie_Mauresmo/Amelie_Mauresmo_0018.jpg,ecbcef0c313a540f2d53f0dd1d5338e09efd7b7c7d9dcafdf9c91df038af7945,250,250
91,Amelie_Mauresmo,test,Amelie_Mauresmo_0008.jpg,data/evaluation/test/Amelie_Mauresmo/Amelie_Mauresmo_0008.jpg,863adda2201455e23aa7d40ba8d82c4ff33c8d72d725a8f8e892d83c6ad74ecc,250,250
92,Amelie_Mauresmo,test,Amelie_Mauresmo_0006.jpg,data/evaluation/test/Amelie_Mauresmo/Amelie_Mauresmo_0006.jpg,45766a182af9054fb9c2151cab61fc975c5ff1f88c0daa47d6d519c82fcf6c33,250,250
93,Amelie_Mauresmo,test,Amelie_Mauresmo_0003.jpg,data/evaluation/test/Amelie_Mauresmo/Amelie_Mauresmo_0003.jpg,c3b6b5c6a70dcf43e8e407352b7d029e1516d64963e8daf78dec38792718f7f9,250,250
94,Amelie_Mauresmo,test,Amelie_Mauresmo_0009.jpg,data/evaluation/test/Amelie_Mauresmo/Amelie_Mauresmo_0009.jpg,5ab461e29553c5492588bfc2cd1ab6b11397b89c82ae855881ae8d447d50c6f8,250,250
95,Amelie_Mauresmo,test,Amelie_Mauresmo_0007.jpg,data/evaluation/test/Amelie_Mauresmo/Amelie_Mauresmo_0007.jpg,276d046972d51e94d2a615c7f83f557eac3c400b4a9299151462f25844130ad0,250,250
96,Andre_Agassi,enrollment,Andre_Agassi_0025.jpg,data/evaluation/enrollment/Andre_Agassi/Andre_Agassi_0025.jpg,d4e7fd62eb8bea684a26906c219f35e46e3ce889caad05c6cd68c7a5bd770a7a,250,250
97,Andre_Agassi,enrollment,Andre_Agassi_0022.jpg,data/evaluation/enrollment/Andre_Agassi/Andre_Agassi_0022.jpg,047048cbde1f878e4066f49a9b8e5b21a6e0ad27e43ce2bf2cd4e10cb209111c,250,250
98,Andre_Agassi,validation,Andre_Agassi_0010.jpg,data/evaluation/validation/Andre_Agassi/Andre_Agassi_0010.jpg,d2fd054af8a5dbe0073b541187f4169380f16cb2109d50c2ba18ac520a7152a4,250,250
99,Andre_Agassi,validation,Andre_Agassi_0011.jpg,data/evaluation/validation/Andre_Agassi/Andre_Agassi_0011.jpg,38d10160cb74cc14a29a729494a89cc2d78da9468661a6518b7a312b625f6c95,250,250
100,Andre_Agassi,validation,Andre_Agassi_0004.jpg,data/evaluation/validation/Andre_Agassi/Andre_Agassi_0004.jpg,c83b495586022d170395a9fb01902a12f2772f778e3416964825bab3d29709ed,250,250
101,Andre_Agassi,validation,Andre_Agassi_0006.jpg,data/evaluation/validation/Andre_Agassi/Andre_Agassi_0006.jpg,9a498b94ab17ffe8509c3d30284b6554d7c88a93732419d7b0af07409b2a30f3,250,250
102,Andre_Agassi,validation,Andre_Agassi_0007.jpg,data/evaluation/validation/Andre_Agassi/Andre_Agassi_0007.jpg,c3c01ac9f10e754dad2bf8a0a73f25b866037b147f3795baba4bd6cff0c65c90,250,250
103,Andre_Agassi,validation,Andre_Agassi_0020.jpg,data/evaluation/validation/Andre_Agassi/Andre_Agassi_0020.jpg,bdadcb711af0d15965fa3fba1877c3af5310ce24a701e7bd8829d91dbd85eead,250,250
104,Andre_Agassi,validation,Andre_Agassi_0028.jpg,data/evaluation/validation/Andre_Agassi/Andre_Agassi_0028.jpg,1c5a9a3565d629650f3053e8e99364dabea1f6f6b2a782d488022be9424bc971,250,250
105,Andre_Agassi,validation,Andre_Agassi_0017.jpg,data/evaluation/validation/Andre_Agassi/Andre_Agassi_0017.jpg,ef798ee2ea7b85ec5a64a37c725c16b8e29e3df89db7ef39fa64e3ffa1ba4d26,250,250
106,Andre_Agassi,validation,Andre_Agassi_0001.jpg,data/evaluation/validation/Andre_Agassi/Andre_Agassi_0001.jpg,6ef20689e9adbc70d63e755e11ff67762ff13655fde1cfccab1f3034ed7e7022,250,250
107,Andre_Agassi,validation,Andre_Agassi_0002.jpg,data/evaluation/validation/Andre_Agassi/Andre_Agassi_0002.jpg,ef7978e232c1827b8dca863d7d0e847b86fcb1b3380678f7cf45dbc6549f1e74,250,250
108,Andre_Agassi,validation,Andre_Agassi_0016.jpg,data/evaluation/validation/Andre_Agassi/Andre_Agassi_0016.jpg,8b49046d4c8707e40426753d0aa5ecaf6cbeac6bbccce4e22652a9126aaa98c2,250,250
109,Andre_Agassi,validation,Andre_Agassi_0031.jpg,data/evaluation/validation/Andre_Agassi/Andre_Agassi_0031.jpg,c34557f4073f5bc55901b69b8be4ec20e9d84514f6ed5c8ce13896edecc37272,250,250
110,Andre_Agassi,validation,Andre_Agassi_0003.jpg,data/evaluation/validation/Andre_Agassi/Andre_Agassi_0003.jpg,c017071202af42e0c2087da9632d813636de646dac94e00266a068ab48d33915,250,250
111,Andre_Agassi,validation,Andre_Agassi_0024.jpg,data/evaluation/validation/Andre_Agassi/Andre_Agassi_0024.jpg,b3547431acf35adf5a62d34bc766d5065e35b8f69f60043a58b8b37b9d6010f6,250,250
112,Andre_Agassi,validation,Andre_Agassi_0012.jpg,data/evaluation/validation/Andre_Agassi/Andre_Agassi_0012.jpg,3a1ba10225f6489c2a47c6ce1895f496d7dc7423ea285ed55c67c80233a75e3f,250,250
113,Andre_Agassi,validation,Andre_Agassi_0013.jpg,data/evaluation/validation/Andre_Agassi/Andre_Agassi_0013.jpg,141b69fa7f2591c8afa1b39daaad21ed52c4a887a51354b15f70f81ecc6e7536,250,250
114,Andre_Agassi,validation,Andre_Agassi_0034.jpg,data/evaluation/validation/Andre_Agassi/Andre_Agassi_0034.jpg,d9cbd9e4d576fa02e51cca318903836bad5b024fa0ffa2a059bdb56ea7ac0cc0,250,250
115,Andre_Agassi,test,Andre_Agassi_0019.jpg,data/evaluation/test/Andre_Agassi/Andre_Agassi_0019.jpg,07beb89cec21f13da535ba9ae3d51d254b72a01e81e20d3538dd4479a87ba018,250,250
116,Andre_Agassi,test,Andre_Agassi_0033.jpg,data/evaluation/test/Andre_Agassi/Andre_Agassi_0033.jpg,f373f0157f06dc2114adff97777bcd159004e8db4d7a7c53a7335ada85bc327c,250,250
117,Andre_Agassi,test,Andre_Agassi_0023.jpg,data/evaluation/test/Andre_Agassi/Andre_Agassi_0023.jpg,6f21d9546352120ec5591f10afb18113008014d6e925454f6aced848ab8e4895,250,250
118,Andre_Agassi,test,Andre_Agassi_0018.jpg,data/evaluation/test/Andre_Agassi/Andre_Agassi_0018.jpg,e3b2855a0f02f37b9d048f57df3849e7a4448e18663d2010fc6813c23f76ac25,250,250
