pair_id,fold,identity1,image1_rel_path,image1_exists,identity2,image2_rel_path,image2_exists,is_same
16,1,Anwar_Ibrahim,Anwar_Ibrahim/Anwar_Ibrahim_0001.jpg,False,Anwar_Ibrahim,Anwar_Ibrahim/Anwar_Ibrahim_0002.jpg,False,1
17,1,Augusto_Pinochet,Augusto_Pinochet/Augusto_Pinochet_0001.jpg,True,Augusto_Pinochet,Augusto_Pinochet/Augusto_Pinochet_0002.jpg,True,1
18,1,Barbara_Brezigar,Barbara_Brezigar/Barbara_Brezigar_0001.jpg,False,Barbara_Brezigar,Barbara_Brezigar/Barbara_Brezigar_0002.jpg,False,1
19,1,Benjamin_Netanyahu,Benjamin_Netanyahu/Benjamin_Netanyahu_0001.jpg,True,Benjamin_Netanyahu,Benjamin_Netanyahu/Benjamin_Netanyahu_0004.jpg,True,1
20,1,Benjamin_Netanyahu,Benjamin_Netanyahu/Benjamin_Netanyahu_0004.jpg,True,Benjamin_Netanyahu,Benjamin_Netanyahu/Benjamin_Netanyahu_0005.jpg,True,1
21,1,Bernard_Law,Bernard_Law/Bernard_Law_0002.jpg,True,Bernard_Law,Bernard_Law/Bernard_Law_0003.jpg,True,1
22,1,Bernard_Law,Bernard_Law/Bernard_Law_0003.jpg,True,Bernard_Law,Bernard_Law/Bernard_Law_0004.jpg,True,1
23,1,Bertrand_Bonello,Bertrand_Bonello/Bertrand_Bonello_0001.jpg,False,Bertrand_Bonello,Bertrand_Bonello/Bertrand_Bonello_0002.jpg,False,1
24,1,Bill_Frist,Bill_Frist/Bill_Frist_0002.jpg,True,Bill_Frist,Bill_Frist/Bill_Frist_0009.jpg,True,1
25,1,Bill_Frist,Bill_Frist/Bill_Frist_0004.jpg,True,Bill_Frist,Bill_Frist/Bill_Frist_0005.jpg,True,1
26,1,Bob_Graham,Bob_Graham/Bob_Graham_0002.jpg,True,Bob_Graham,Bob_Graham/Bob_Graham_0004.jpg,True,1
27,1,Bob_Graham,Bob_Graham/Bob_Graham_0003.jpg,True,Bob_Graham,Bob_Graham/Bob_Graham_0006.jpg,True,1
28,1,Bob_Graham,Bob_Graham/Bob_Graham_0004.jpg,True,Bob_Graham,Bob_Graham/Bob_Graham_0006.jpg,True,1
29,1,Bob_Graham,Bob_Graham/Bob_Graham_0005.jpg,True,Bob_Graham,Bob_Graham/Bob_Graham_0006.jpg,True,1
30,1,Boris_Becker,Boris_Becker/Boris_Becker_0002.jpg,True,Boris_Becker,Boris_Becker/Boris_Becker_0006.jpg,True,1
31,1,Brad_Johnson,Brad_Johnson/Brad_Johnson_0001.jpg,False,Brad_Johnson,Brad_Johnson/Brad_Johnson_0003.jpg,False,1
32,1,Brad_Johnson,Brad_Johnson/Brad_Johnson_0002.jpg,False,Brad_Johnson,Brad_Johnson/Brad_Johnson_0003.jpg,False,1
33,1,Brad_Johnson,Brad_Johnson/Brad_Johnson_0002.jpg,False,Brad_Johnson,Brad_Johnson/Brad_Johnson_0004.jpg,False,1
34,1,Brian_Griese,Brian_Griese/Brian_Griese_0001.jpg,False,Brian_Griese,Brian_Griese/Brian_Griese_0002.jpg,False,1
35,1,Candice_Bergen,Candice_Bergen/Candice_Bergen_0001.jpg,False,Candice_Bergen,Candice_Bergen/Candice_Bergen_0002.jpg,False,1
36,1,Candice_Bergen,Candice_Bergen/Candice_Bergen_0002.jpg,False,Candice_Bergen,Candice_Bergen/Candice_Bergen_0003.jpg,False,1
37,1,Carla_Myers,Carla_Myers/Carla_Myers_0001.jpg,True,Carla_Myers,Carla_Myers/Carla_Myers_0002.jpg,True,1
38,1,Cathy_Freeman,Cathy_Freeman/Cathy_Freeman_0001.jpg,True,Cathy_Freeman,Cathy_Freeman/Cathy_Freeman_0002.jpg,True,1
39,1,Chang_Dae-whan,Chang_Dae-whan/Chang_Dae-whan_0001.jpg,False,Chang_Dae-whan,Chang_Dae-whan/Chang_Dae-whan_0002.jpg,False,1
40,1,Charles_Grassley,Charles_Grassley/Charles_Grassley_0001.jpg,False,Charles_Grassley,Charles_Grassley/Charles_Grassley_0002.jpg,False,1
41,1,Clare_Short,Clare_Short/Clare_Short_0001.jpg,False,Clare_Short,Clare_Short/Clare_Short_0003.jpg,False,1
42,1,Clare_Short,Clare_Short/Clare_Short_0001.jpg,False,Clare_Short,Clare_Short/Clare_Short_0004.jpg,False,1
43,1,Corinne_Coman,Corinne_Coman/Corinne_Coman_0001.jpg,True,Corinne_Coman,Corinne_Coman/Corinne_Coman_0002.jpg,True,1
44,1,Dai_Bachtiar,Dai_Bachtiar/Dai_Bachtiar_0001.jpg,False,Dai_Bachtiar,Dai_Bachtiar/Dai_Bachtiar_0002.jpg,False,1
45,1,Dale_Earnhardt_Jr,Dale_Earnhardt_Jr/Dale_Earnhardt_Jr_0001.jpg,True,Dale_Earnhardt_Jr,Dale_Earnhardt_Jr/Dale_Earnhardt_Jr_0003.jpg,True,1
46,1,David_Caruso,David_Caruso/David_Caruso_0001.jpg,True,David_Caruso,David_Caruso/David_Caruso_0002.jpg,True,1
47,1,Demi_Moore,Demi_Moore/Demi_Moore_0001.jpg,False,Demi_Moore,Demi_Moore/Demi_Moore_0003.jpg,False,1
48,1,Dick_Vermeil,Dick_Vermeil/Dick_Vermeil_0001.jpg,True,Dick_Vermeil,Dick_Vermeil/Dick_Vermeil_0002.jpg,True,1
49,1,Doris_Roberts,Doris_Roberts/Doris_Roberts_0001.jpg,True,Doris_Roberts,Doris_Roberts/Doris_Roberts_0002.jpg,True,1
50,1,Doris_Roberts,Doris_Roberts/Doris_Roberts_0001.jpg,True,Doris_Roberts,Doris_Roberts/Doris_Roberts_0003.jpg,True,1
51,1,Drew_Barrymore,Drew_Barrymore/Drew_Barrymore_0001.jpg,False,Drew_Barrymore,Drew_Barrymore/Drew_Barrymore_0002.jpg,False,1
52,1,Edmund_Stoiber,Edmund_Stoiber/Edmund_Stoiber_0004.jpg,True,Edmund_Stoiber,Edmund_Stoiber/Edmund_Stoiber_0007.jpg,True,1
53,1,Edmund_Stoiber,Edmund_Stoiber/Edmund_Stoiber_0005.jpg,True,Edmund_Stoiber,Edmund_Stoiber/Edmund_Stoiber_0007.jpg,True,1
54,1,Edmund_Stoiber,Edmund_Stoiber/Edmund_Stoiber_0007.jpg,True,Edmund_Stoiber,Edmund_Stoiber/Edmund_Stoiber_0012.jpg,True,1
55,1,Edmund_Stoiber,Edmund_Stoiber/Edmund_Stoiber_0009.jpg,True,Edmund_Stoiber,Edmund_Stoiber/Edmund_Stoiber_0011.jpg,True,1
56,1,Elinor_Caplan,Elinor_Caplan/Elinor_Caplan_0001.jpg,False,Elinor_Caplan,Elinor_Caplan/Elinor_Caplan_0002.jpg,False,1
57,1,Emmanuelle_Beart,Emmanuelle_Beart/Emmanuelle_Beart_0001.jpg,False,Emmanuelle_Beart,Emmanuelle_Beart/Emmanuelle_Beart_0002.jpg,False,1
58,1,Emmanuelle_Beart,Emmanuelle_Beart/Emmanuelle_Beart_0001.jpg,False,Emmanuelle_Beart,Emmanuelle_Beart/Emmanuelle_Beart_0003.jpg,False,1
59,1,Federico_Trillo,Federico_Trillo/Federico_Trillo_0001.jpg,True,Federico_Trillo,Federico_Trillo/Federico_Trillo_0002.jpg,True,1
60,1,Federico_Trillo,Federico_Trillo/Federico_Trillo_0001.jpg,True,Federico_Trillo,Federico_Trillo/Federico_Trillo_0003.jpg,True,1
61,1,Federico_Trillo,Federico_Trillo/Federico_Trillo_0002.jpg,True,Federico_Trillo,Federico_Trillo/Federico_Trillo_0003.jpg,True,1
62,1,Francis_Ford_Coppola,Francis_Ford_Coppola/Francis_Ford_Coppola_0001.jpg,False,Francis_Ford_Coppola,Francis_Ford_Coppola/Francis_Ford_Coppola_0002.jpg,False,1
63,1,Fred_Thompson,Fred_Thompson/Fred_Thompson_0001.jpg,True,Fred_Thompson,Fred_Thompson/Fred_Thompson_0002.jpg,True,1
64,1,Fred_Thompson,Fred_Thompson/Fred_Thompson_0001.jpg,True,Fred_Thompson,Fred_Thompson/Fred_Thompson_0003.jpg,True,1
65,1,Fred_Thompson,Fred_Thompson/Fred_Thompson_0002.jpg,True,Fred_Thompson,Fred_Thompson/Fred_Thompson_0003.jpg,True,1
66,1,Garry_Trudeau,Garry_Trudeau/Garry_Trudeau_0001.jpg,False,Garry_Trudeau,Garry_Trudeau/Garry_Trudeau_0002.jpg,False,1
67,1,Gary_Williams,Gary_Williams/Gary_Williams_0001.jpg,False,Gary_Williams,Gary_Williams/Gary_Williams_0002.jpg,False,1
68,1,Gene_Robinson,Gene_Robinson/Gene_Robinson_0001.jpg,False,Gene_Robinson,Gene_Robinson/Gene_Robinson_0002.jpg,False,1
69,1,Gene_Robinson,Gene_Robinson/Gene_Robinson_0001.jpg,False,Gene_Robinson,Gene_Robinson/Gene_Robinson_0003.jpg,False,1
70,1,Gene_Robinson,Gene_Robinson/Gene_Robinson_0002.jpg,False,Gene_Robinson,Gene_Robinson/Gene_Robinson_0003.jpg,False,1
71,1,George_Galloway,George_Galloway/George_Galloway_0001.jpg,True,George_Galloway,George_Galloway/George_Galloway_0003.jpg,True,1
72,1,George_Galloway,George_Galloway/George_Galloway_0002.jpg,True,George_Galloway,George_Galloway/George_Galloway_0003.jpg,True,1
73,1,George_Galloway,George_Galloway/George_Galloway_0002.jpg,True,George_Galloway,George_Galloway/George_Galloway_0004.jpg,True,1
74,1,Geraldine_Chaplin,Geraldine_Chaplin/Geraldine_Chaplin_0001.jpg,False,Geraldine_Chaplin,Geraldine_Chaplin/Geraldine_Chaplin_0002.jpg,False,1
75,1,Geraldine_Chaplin,Geraldine_Chaplin/Geraldine_Chaplin_0001.jpg,False,Geraldine_Chaplin,Geraldine_Chaplin/Geraldine_Chaplin_0004.jpg,False,1
76,1,Geraldine_Chaplin,Geraldine_Chaplin/Geraldine_Chaplin_0003.jpg,False,Geraldine_Chaplin,Geraldine_Chaplin/Geraldine_Chaplin_0004.jpg,False,1
77,1,Gerardo_Gambala,Gerardo_Gambala/Gerardo_Gambala_0001.jpg,False,Gerardo_Gambala,Gerardo_Gambala/Gerardo_Gambala_0002.jpg,False,1
78,1,Gian_Marco,Gian_Marco/Gian_Marco_0001.jpg,True,Gian_Marco,Gian_Marco/Gian_Marco_0002.jpg,True,1
79,1,Gian_Marco,Gian_Marco/Gian_Marco_0002.jpg,True,Gian_Marco,Gian_Marco/Gian_Marco_0003.jpg,True,1
80,1,Gillian_Anderson,Gillian_Anderson/Gillian_Anderson_0001.jpg,False,Gillian_Anderson,Gillian_Anderson/Gillian_Anderson_0002.jpg,False,1
81,1,Gordon_Brown,Gordon_Brown/Gordon_Brown_0006.jpg,True,Gordon_Brown,Gordon_Brown/Gordon_Brown_0009.jpg,True,1
82,1,Gordon_Brown,Gordon_Brown/Gordon_Brown_0010.jpg,True,Gordon_Brown,Gordon_Brown/Gordon_Brown_0013.jpg,True,1
83,1,Grant_Hackett,Grant_Hackett/Grant_Hackett_0001.jpg,False,Grant_Hackett,Grant_Hackett/Grant_Hackett_0002.jpg,False,1
84,1,Grant_Hackett,Grant_Hackett/Grant_Hackett_0001.jpg,False,Grant_Hackett,Grant_Hackett/Grant_Hackett_0003.jpg,False,1
85,1,Grant_Hackett,Grant_Hackett/Grant_Hackett_0001.jpg,False,Grant_Hackett,Grant_Hackett/Grant_Hackett_0005.jpg,False,1
86,1,Gray_Davis,Gray_Davis/Gray_Davis_0007.jpg,True,Gray_Davis,Gray_Davis/Gray_Davis_0022.jpg,True,1
87,1,Gray_Davis,Gray_Davis/Gray_Davis_0021.jpg,True,Gray_Davis,Gray_Davis/Gray_Davis_0026.jpg,True,1
88,1,Gregg_Popovich,Gregg_Popovich/Gregg_Popovich_0001.jpg,False,Gregg_Popovich,Gregg_Popovich/Gregg_Popovich_0005.jpg,False,1
89,1,Gregg_Popovich,Gregg_Popovich/Gregg_Popovich_0003.jpg,False,Gregg_Popovich,Gregg_Popovich/Gregg_Popovich_0004.jpg,False,1
90,1,Guy_Ritchie,Guy_Ritchie/Guy_Ritchie_0001.jpg,False,Guy_Ritchie,Guy_Ritchie/Guy_Ritchie_0002.jpg,False,1
91,1,Hamzah_Haz,Hamzah_Haz/Hamzah_Haz_0001.jpg,True,Hamzah_Haz,Hamzah_Haz/Hamzah_Haz_0002.jpg,True,1
92,1,Harbhajan_Singh,Harbhajan_Singh/Harbhajan_Singh_0001.jpg,True,Harbhajan_Singh,Harbhajan_Singh/Harbhajan_Singh_0002.jpg,True,1
93,1,Hootie_Johnson,Hootie_Johnson/Hootie_Johnson_0001.jpg,True,Hootie_Johnson,Hootie_Johnson/Hootie_Johnson_0002.jpg,True,1
94,1,Hugo_Chavez,Hugo_Chavez/Hugo_Chavez_0002.jpg,True,Hugo_Chavez,Hugo_Chavez/Hugo_Chavez_0027.jpg,True,1
95,1,Hugo_Chavez,Hugo_Chavez/Hugo_Chavez_0027.jpg,True,Hugo_Chavez,Hugo_Chavez/Hugo_Chavez_0053.jpg,True,1
96,1,Hugo_Chavez,Hugo_Chavez/Hugo_Chavez_0036.jpg,True,Hugo_Chavez,Hugo_Chavez/Hugo_Chavez_0051.jpg,True,1
97,1,Hugo_Chavez,Hugo_Chavez/Hugo_Chavez_0041.jpg,True,Hugo_Chavez,Hugo_Chavez/Hugo_Chavez_0050.jpg,True,1
98,1,Hugo_Chavez,Hugo_Chavez/Hugo_Chavez_0045.jpg,True,Hugo_Chavez,Hugo_Chavez/Hugo_Chavez_0056.jpg,True,1
99,1,Isaiah_Washington,Isaiah_Washington/Isaiah_Washington_0001.jpg,True,Isaiah_Washington,Isaiah_Washington/Isaiah_Washington_0002.jpg,True,1
100,1,Jack_Grubman,Jack_Grubman/Jack_Grubman_0001.jpg,False,Jack_Grubman,Jack_Grubman/Jack_Grubman_0002.jpg,False,1
101,1,Jacques_Rogge,Jacques_Rogge/Jacques_Rogge_0001.jpg,True,Jacques_Rogge,Jacques_Rogge/Jacques_Rogge_0009.jpg,True,1
102,1,Jacques_Rogge,Jacques_Rogge/Jacques_Rogge_0003.jpg,True,Jacques_Rogge,Jacques_Rogge/Jacques_Rogge_0007.jpg,True,1
103,1,Jacques_Rogge,Jacques_Rogge/Jacques_Rogge_0003.jpg,True,Jacques_Rogge,Jacques_Rogge/Jacques_Rogge_0010.jpg,True,1
104,1,Jacques_Rogge,Jacques_Rogge/Jacques_Rogge_0004.jpg,True,Jacques_Rogge,Jacques_Rogge/Jacques_Rogge_0006.jpg,True,1
105,1,Jacques_Rogge,Jacques_Rogge/Jacques_Rogge_0004.jpg,True,Jacques_Rogge,Jacques_Rogge/Jacques_Rogge_0009.jpg,True,1
106,1,Jacques_Rogge,Jacques_Rogge/Jacques_Rogge_0005.jpg,True,Jacques_Rogge,Jacques_Rogge/Jacques_Rogge_0008.jpg,True,1
107,1,Jacques_Rogge,Jacques_Rogge/Jacques_Rogge_0006.jpg,True,Jacques_Rogge,Jacques_Rogge/Jacques_Rogge_0008.jpg,True,1
108,1,James_Caan,James_Caan/James_Caan_0001.jpg,True,James_Caan,James_Caan/James_Caan_0002.jpg,True,1
109,1,James_Caan,James_Caan/James_Caan_0001.jpg,True,James_Caan,James_Caan/James_Caan_0003.jpg,True,1
110,1,James_Caan,James_Caan/James_Caan_0002.jpg,True,James_Caan,James_Caan/James_Caan_0003.jpg,True,1
111,1,James_Jones,James_Jones/James_Jones_0001.jpg,True,James_Jones,James_Jones/James_Jones_0002.jpg,True,1
112,1,Jamling_Norgay,Jamling_Norgay/Jamling_Norgay_0001.jpg,False,Jamling_Norgay,Jamling_Norgay/Jamling_Norgay_0002.jpg,False,1
113,1,Janica_Kostelic,Janica_Kostelic/Janica_Kostelic_0001.jpg,False,Janica_Kostelic,Janica_Kostelic/Janica_Kostelic_0002.jpg,False,1
114,1,Jeanne_Moreau,Jeanne_Moreau/Jeanne_Moreau_0001.jpg,False,Jeanne_Moreau,Jeanne_Moreau/Jeanne_Moreau_0002.jpg,False,1
115,1,Jeffrey_Archer,Jeffrey_Archer/Jeffrey_Archer_0001.jpg,True,Jeffrey_Archer,Jeffrey_Archer/Jeffrey_Archer_0002.jpg,True,1
116,1,Jennifer_Garner,Jennifer_Garner/Jennifer_Garner_0001.jpg,True,Jennifer_Garner,Jennifer_Garner/Jennifer_Garner_0003.jpg,True,1
117,1,Jennifer_Garner,Jennifer_Garner/Jennifer_Garner_0004.jpg,True,Jennifer_Garner,Jennifer_Garner/Jennifer_Garner_0009.jpg,True,1
118,1,Jennifer_Garner,Jennifer_Garner/Jennifer_Garner_0005.jpg,True,Jennifer_Garner,Jennifer_Garner/Jennifer_Garner_0006.jpg,True,1
119,1,Jennifer_Garner,Jennifer_Garner/Jennifer_Garner_0005.jpg,True,Jennifer_Garner,Jennifer_Garner/Jennifer_Garner_0009.jpg,True,1
120,1,Jennifer_Garner,Jennifer_Garner/Jennifer_Garner_0007.jpg,True,Jennifer_Garner,Jennifer_Garner/Jennifer_Garner_0012.jpg,True,1
121,1,Jennifer_Garner,Jennifer_Garner/Jennifer_Garner_0008.jpg,True,Jennifer_Garner,Jennifer_Garner/Jennifer_Garner_0011.jpg,True,1
122,1,Jeremy_Greenstock,Jeremy_Greenstock/Jeremy_Greenstock_0002.jpg,True,Jeremy_Greenstock,Jeremy_Greenstock/Jeremy_Greenstock_0024.jpg,True,1
123,1,Jeremy_Greenstock,Jeremy_Greenstock/Jeremy_Greenstock_0003.jpg,True,Jeremy_Greenstock,Jeremy_Greenstock/Jeremy_Greenstock_0022.jpg,True,1
124,1,Jeremy_Greenstock,Jeremy_Greenstock/Jeremy_Greenstock_0005.jpg,True,Jeremy_Greenstock,Jeremy_Greenstock/Jeremy_Greenstock_0011.jpg,True,1
125,1,Jeremy_Greenstock,Jeremy_Greenstock/Jeremy_Greenstock_0010.jpg,True,Jeremy_Greenstock,Jeremy_Greenstock/Jeremy_Greenstock_0014.jpg,True,1
126,1,Jeremy_Greenstock,Jeremy_Greenstock/Jeremy_Greenstock_0017.jpg,True,Jeremy_Greenstock,Jeremy_Greenstock/Jeremy_Greenstock_0021.jpg,True,1
127,1,Jessica_Lange,Jessica_Lange/Jessica_Lange_0001.jpg,False,Jessica_Lange,Jessica_Lange/Jessica_Lange_0002.jpg,False,1
128,1,Jimmy_Carter,Jimmy_Carter/Jimmy_Carter_0001.jpg,True,Jimmy_Carter,Jimmy_Carter/Jimmy_Carter_0007.jpg,True,1
129,1,Jimmy_Carter,Jimmy_Carter/Jimmy_Carter_0004.jpg,True,Jimmy_Carter,Jimmy_Carter/Jimmy_Carter_0006.jpg,True,1
130,1,Jimmy_Carter,Jimmy_Carter/Jimmy_Carter_0005.jpg,True,Jimmy_Carter,Jimmy_Carter/Jimmy_Carter_0008.jpg,True,1
131,1,Jimmy_Carter,Jimmy_Carter/Jimmy_Carter_0006.jpg,True,Jimmy_Carter,Jimmy_Carter/Jimmy_Carter_0007.jpg,True,1
132,1,Jodie_Foster,Jodie_Foster/Jodie_Foster_0001.jpg,True,Jodie_Foster,Jodie_Foster/Jodie_Foster_0002.jpg,True,1
133,1,John_Manley,John_Manley/John_Manley_0001.jpg,True,John_Manley,John_Manley/John_Manley_0006.jpg,True,1
134,1,John_Manley,John_Manley/John_Manley_0002.jpg,True,John_Manley,John_Manley/John_Manley_0005.jpg,True,1
135,1,John_McCain,John_McCain/John_McCain_0002.jpg,True,John_McCain,John_McCain/John_McCain_0003.jpg,True,1
136,1,John_McCain,John_McCain/John_McCain_0003.jpg,True,John_McCain,John_McCain/John_McCain_0007.jpg,True,1
137,1,John_McCain,John_McCain/John_McCain_0006.jpg,True,John_McCain,John_McCain/John_McCain_0007.jpg,True,1
138,1,John_Snow,John_Snow/John_Snow_0003.jpg,True,John_Snow,John_Snow/John_Snow_0015.jpg,True,1
139,1,John_Snow,John_Snow/John_Snow_0004.jpg,True,John_Snow,John_Snow/John_Snow_0016.jpg,True,1
140,1,John_Snow,John_Snow/John_Snow_0009.jpg,True,John_Snow,John_Snow/John_Snow_0011.jpg,True,1
141,1,Johnson_Panjaitan,Johnson_Panjaitan/Johnson_Panjaitan_0001.jpg,True,Johnson_Panjaitan,Johnson_Panjaitan/Johnson_Panjaitan_0002.jpg,True,1
142,1,Jorge_Castaneda,Jorge_Castaneda/Jorge_Castaneda_0001.jpg,False,Jorge_Castaneda,Jorge_Castaneda/Jorge_Castaneda_0002.jpg,False,1
143,1,Jose_Serra,Jose_Serra/Jose_Serra_0001.jpg,True,Jose_Serra,Jose_Serra/Jose_Serra_0009.jpg,True,1
144,1,Jose_Serra,Jose_Serra/Jose_Serra_0002.jpg,True,Jose_Serra,Jose_Serra/Jose_Serra_0008.jpg,True,1
145,1,Jose_Serra,Jose_Serra/Jose_Serra_0003.jpg,True,Jose_Serra,Jose_Serra/Jose_Serra_0005.jpg,True,1
146,1,Jose_Serra,Jose_Serra/Jose_Serra_0003.jpg,True,Jose_Serra,Jose_Serra/Jose_Serra_0007.jpg,True,1
147,1,Jose_Serra,Jose_Serra/Jose_Serra_0006.jpg,True,Jose_Serra,Jose_Serra/Jose_Serra_0009.jpg,True,1
148,1,Jose_Theodore,Jose_Theodore/Jose_Theodore_0001.jpg,True,Jose_Theodore,Jose_Theodore/Jose_Theodore_0002.jpg,True,1
149,1,Joseph_Blatter,Joseph_Blatter/Joseph_Blatter_0001.jpg,False,Joseph_Blatter,Joseph_Blatter/Joseph_Blatter_0002.jpg,False,1
150,1,Joseph_Ralston,Joseph_Ralston/Joseph_Ralston_0001.jpg,True,Joseph_Ralston,Joseph_Ralston/Joseph_Ralston_0002.jpg,True,1
151,1,Juan_Pablo_Montoya,Juan_Pablo_Montoya/Juan_Pablo_Montoya_0001.jpg,True,Juan_Pablo_Montoya,Juan_Pablo_Montoya/Juan_Pablo_Montoya_0008.jpg,True,1
152,1,Juan_Pablo_Montoya,Juan_Pablo_Montoya/Juan_Pablo_Montoya_0002.jpg,True,Juan_Pablo_Montoya,Juan_Pablo_Montoya/Juan_Pablo_Montoya_0004.jpg,True,1
153,1,Juan_Pablo_Montoya,Juan_Pablo_Montoya/Juan_Pablo_Montoya_0004.jpg,True,Juan_Pablo_Montoya,Juan_Pablo_Montoya/Juan_Pablo_Montoya_0005.jpg,True,1
154,1,Julianna_Margulies,Julianna_Margulies/Julianna_Margulies_0001.jpg,True,Julianna_Margulies,Julianna_Margulies/Julianna_Margulies_0002.jpg,True,1
155,1,Justin_Guarini,Justin_Guarini/Justin_Guarini_0001.jpg,True,Justin_Guarini,Justin_Guarini/Justin_Guarini_0002.jpg,True,1
156,1,Justin_Guarini,Justin_Guarini/Justin_Guarini_0002.jpg,True,Justin_Guarini,Justin_Guarini/Justin_Guarini_0003.jpg,True,1
157,1,Justine_Henin,Justine_Henin/Justine_Henin_0002.jpg,True,Justine_Henin,Justine_Henin/Justine_Henin_0003.jpg,True,1
158,1,Kate_Winslet,Kate_Winslet/Kate_Winslet_0001.jpg,True,Kate_Winslet,Kate_Winslet/Kate_Winslet_0002.jpg,True,1
159,1,Kate_Winslet,Kate_Winslet/Kate_Winslet_0001.jpg,True,Kate_Winslet,Kate_Winslet/Kate_Winslet_0004.jpg,True,1
160,1,Kate_Winslet,Kate_Winslet/Kate_Winslet_0002.jpg,True,Kate_Winslet,Kate_Winslet/Kate_Winslet_0003.jpg,True,1
161,1,Kate_Winslet,Kate_Winslet/Kate_Winslet_0002.jpg,True,Kate_Winslet,Kate_Winslet/Kate_Winslet_0004.jpg,True,1
162,1,Kathy_Winters,Kathy_Winters/Kathy_Winters_0001.jpg,True,Kathy_Winters,Kathy_Winters/Kathy_Winters_0002.jpg,True,1
163,1,Kelvin_Sampson,Kelvin_Sampson/Kelvin_Sampson_0001.jpg,True,Kelvin_Sampson,Kelvin_Sampson/Kelvin_Sampson_0002.jpg,True,1
164,1,Kevin_Stallings,Kevin_Stallings/Kevin_Stallings_0001.jpg,False,Kevin_Stallings,Kevin_Stallings/Kevin_Stallings_0002.jpg,False,1
165,1,Kim_Jong-Il,Kim_Jong-Il/Kim_Jong-Il_0002.jpg,False,Kim_Jong-Il,Kim_Jong-Il/Kim_Jong-Il_0003.jpg,False,1
166,1,Kristin_Davis,Kristin_Davis/Kristin_Davis_0001.jpg,True,Kristin_Davis,Kristin_Davis/Kristin_Davis_0002.jpg,True,1
167,1,Kristin_Davis,Kristin_Davis/Kristin_Davis_0002.jpg,True,Kristin_Davis,Kristin_Davis/Kristin_Davis_0003.jpg,True,1
168,1,Lance_Armstrong,Lance_Armstrong/Lance_Armstrong_0001.jpg,True,Lance_Armstrong,Lance_Armstrong/Lance_Armstrong_0017.jpg,True,1
169,1,Lance_Armstrong,Lance_Armstrong/Lance_Armstrong_0005.jpg,True,Lance_Armstrong,Lance_Armstrong/Lance_Armstrong_0010.jpg,True,1
170,1,Lance_Armstrong,Lance_Armstrong/Lance_Armstrong_0007.jpg,True,Lance_Armstrong,Lance_Armstrong/Lance_Armstrong_0011.jpg,True,1
